Latitude,Longitude,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Tmax_scaled,PrecipTotal_scaled,AvgSpeed_scaled,length_of_day_scaled,TVar_scaled
41.891126,-87.61156,0.0,1.0,0.0,0.0,0.0,0.0,0.743176925885,-0.382230995752,-0.365604729698,0.88402303797,1.56018947252
41.891126,-87.61156,0.0,0.0,1.0,0.0,0.0,0.0,0.743176925885,-0.382230995752,-0.365604729698,0.88402303797,1.56018947252
41.999129,-87.795585,0.0,1.0,0.0,0.0,0.0,0.0,0.743176925885,-0.382230995752,-0.365604729698,0.88402303797,1.56018947252
42.01743,-87.687769,0.0,1.0,0.0,0.0,0.0,0.0,0.743176925885,-0.382230995752,-0.365604729698,0.88402303797,1.56018947252
41.907645,-87.760886,0.0,0.0,1.0,0.0,0.0,0.0,0.743176925885,-0.382230995752,-0.365604729698,0.88402303797,1.56018947252
41.732984,-87.649642,0.0,0.0,1.0,0.0,0.0,0.0,0.743176925885,-0.382230995752,-0.365604729698,0.88402303797,1.56018947252
41.95469,-87.800991,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.95469,-87.800991,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.95469,-87.800991,1.0,0.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.974089,-87.824812,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.974089,-87.824812,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.9216,-87.666455,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.9216,-87.666455,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.9216,-87.666455,1.0,0.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.891118,-87.654491,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.867108,-87.654224,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.867108,-87.654224,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.867108,-87.654224,1.0,0.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.896282,-87.655232,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.919343,-87.694259,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.919343,-87.694259,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.921965,-87.632085,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.688324,-87.676709,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.720848,-87.666014,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.731922,-87.677512,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.731922,-87.677512,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.731922,-87.677512,1.0,0.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.999129,-87.795585,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.999129,-87.795585,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.907645,-87.760886,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.732984,-87.649642,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.981964,-87.812827,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.944869,-87.832763,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
42.011601,-87.811506,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.94983,-87.698457,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.979243,-87.750938,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.986921,-87.689778,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.801498,-87.763416,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.906638,-87.701431,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.723195,-87.64997,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.868077,-87.666901,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.868077,-87.666901,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.869216,-87.627561,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.662014,-87.724608,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.662014,-87.724608,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.662014,-87.724608,1.0,0.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.961743,-87.76007,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.961743,-87.76007,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.953067,-87.776792,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.953067,-87.776792,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.878114,-87.629798,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.958271,-87.702575,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.958271,-87.702575,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.932094,-87.700117,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.994469,-87.667736,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
42.006858,-87.675919,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.916265,-87.800515,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.916265,-87.800515,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.846075,-87.716277,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.918705,-87.752329,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.682587,-87.707973,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.682587,-87.707973,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.725517,-87.614258,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.948167,-87.730698,0.0,1.0,0.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.948167,-87.730698,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.963976,-87.69181,0.0,0.0,1.0,0.0,0.0,0.0,-2.15607891556,0.506675298355,0.0644532491742,1.04304819142,-0.375076461935
41.95469,-87.800991,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.95469,-87.800991,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.95469,-87.800991,0.0,0.0,0.0,1.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.994991,-87.769279,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.994991,-87.769279,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.974089,-87.824812,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.9216,-87.666455,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.9216,-87.666455,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.891118,-87.654491,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.891118,-87.654491,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.867108,-87.654224,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.896282,-87.655232,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.919343,-87.694259,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.688324,-87.676709,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.688324,-87.676709,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.688324,-87.676709,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.731922,-87.677512,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.891126,-87.61156,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.891126,-87.61156,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.999129,-87.795585,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.999129,-87.795585,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
42.01743,-87.687769,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
42.01743,-87.687769,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.944869,-87.832763,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.944869,-87.832763,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
42.011601,-87.811506,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
42.011601,-87.811506,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.94983,-87.698457,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.979243,-87.750938,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.986921,-87.689778,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.986921,-87.689778,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.906638,-87.701431,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.906638,-87.701431,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.868077,-87.666901,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.868077,-87.666901,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.868077,-87.666901,1.0,0.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.662014,-87.724608,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.662014,-87.724608,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.662014,-87.724608,1.0,0.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.961743,-87.76007,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.961743,-87.76007,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.953067,-87.776792,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.878114,-87.629798,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.958271,-87.702575,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.932094,-87.700117,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
42.006858,-87.675919,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.916265,-87.800515,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.916265,-87.800515,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.682587,-87.707973,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.682587,-87.707973,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.963976,-87.69181,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.953705,-87.733974,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.964242,-87.757639,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.990284,-87.797127,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.990284,-87.797127,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
42.008314,-87.777921,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.991429,-87.747113,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.843811,-87.686763,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.921177,-87.79518,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.852652,-87.719887,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.852652,-87.719887,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.857402,-87.694991,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.868142,-87.696269,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.868142,-87.696269,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.846283,-87.656913,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.721474,-87.648064,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.869107,-87.696293,1.0,0.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.719059,-87.675088,0.0,1.0,0.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.719059,-87.675088,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.966987,-87.674677,0.0,0.0,1.0,0.0,0.0,0.0,1.22638623279,-0.0436000265684,-0.131027650313,1.15436579883,0.504589871909
41.95469,-87.800991,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.974089,-87.824812,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.974089,-87.824812,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.891118,-87.654491,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.921965,-87.632085,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.688324,-87.676709,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.688324,-87.676709,1.0,0.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.862292,-87.64886,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.731922,-87.677512,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.999129,-87.795585,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
42.01743,-87.687769,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
42.01743,-87.687769,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.907645,-87.760886,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
42.011601,-87.811506,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.986921,-87.689778,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.986921,-87.689778,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.801498,-87.763416,1.0,0.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.723195,-87.64997,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.868077,-87.666901,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.868077,-87.666901,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.868077,-87.666901,1.0,0.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.662014,-87.724608,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.961743,-87.76007,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.953067,-87.776792,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.878114,-87.629798,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.958271,-87.702575,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
42.006858,-87.675919,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.916265,-87.800515,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.916265,-87.800515,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.682587,-87.707973,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.948167,-87.730698,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.990284,-87.797127,0.0,0.0,1.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
41.991429,-87.747113,0.0,1.0,0.0,0.0,0.0,0.0,-1.4312649552,-0.382230995752,0.338126508456,1.13846328349,-0.902876262241
